filename,class
2cf49656_S037F 05.jpg,none
2cfa9c40_Algometer Pain S008 13.jpg,none
2cfd035f_S045L 16.jpg,none
2cfdedf9_S062L 13.jpg,none
2d09c5b7_Posed Pain1 14.jpg,moderate
2d0f432a_Neutral S032 20.jpg,none
2d134e40_Posed Pain S050 17.jpg,none
2d1686dc_S026N 18.jpg,none
2d1add6e_S063A 21.jpg,none
2d1b0367_S038A 17.jpg,none
2d1dc55c_Algometer Pain S039 16.jpg,mild
2d1ee119_S014A 13.jpg,none
2d1f705f_S027L 12.jpg,mild
2d21ed39_S017A 12.jpg,moderate
2d2354cd_Neutral S053 19.jpg,none
2d2375c3_Neutral S021 13.jpg,none
2d23d528_Neutral S063 13.jpg,none
2d25d4a6_S019F 13.jpg,mild
2d27a045_Neutral S042 10.jpg,none
2d2f4eb4_Algometer Pain S042 11.jpg,none
2d33c223_Neutra S005 07.jpg,none
2d347f2b_Posed Pain S066 06.jpg,moderate
2d3497ae_S018F 07.jpg,mild
2d368437_S036N 22.jpg,none
2d38a04d_S046L 06.jpg,none
2d3b5fc0_Laser Pain S030 10.jpg,none
2d3dd11d_Algometer Pain S050 08.jpg,none
2d3eef67_S006F 14.jpg,moderate
2d42223b_Algometer Pain S007 10.jpg,none
2d482a74_Posed Pain S066 20.jpg,none
2d4d3e79_Neutral S009 08.jpg,none
2d4edfce_S025N 18.jpg,none
2d55fd64_S026A 11.jpg,none
2d61aa69_S010L 16.jpg,mild
2d622d60_Posed Pain S050 21.jpg,none
2d643c4f_Algometer Pain S009 06.jpg,none
2d683ac6_S025L 22.jpg,moderate
2d6b8da9_Algometer Pain-1 S019 04.jpg,mild
2d6babc1_Posed Pain S026 15.jpg,moderate
2d6ca790_S068L 13.jpg,none
2d6ce8bc_Neutral S003 22.jpg,none
2d6d4c20_S043A 22.jpg,none
2d6eabd4_Posed Pain S032 15.jpg,none
2d6fe09b_Laser Pain S018 07.jpg,none
2d768150_Posed Pain S032 19.jpg,moderate
2d7a7324_Neutral S010  09.jpg,none
2d872990_Posed Pain S058 07.jpg,moderate
2d89bc8b_Neutral S048 05.jpg,mild
2d8d637d_S063L 17.jpg,none
2d8dd109_Posed Pain S031 03.jpg,none
2d8fd770_S052L 17.jpg,none
2d8fe14b_Algometer Pain S012 16.jpg,mild
2d9274bc_S019F 12.jpg,none
2d950204_Posed Pain S061 21.jpg,moderate
2d998fa1_Algometer Pain S041 03.jpg,none
2d99c4a8_S025N 16.jpg,none
2da10b8e_Posed Pain-1 S052 15.jpg,none
2da33cde_Neutral S064 19.jpg,mild
2da5da56_Neutral S037 06.jpg,mild
2daa50b9_S063L 20.jpg,none
2dab63d2_S034N 05.jpg,none
2dadc848_Posed Pain S050 13.jpg,mild
2dadd717_Algometer Pain S037 11.jpg,none
2db10278_S013A 09.jpg,none
2db2f78a_Posed Pain S060 04.jpg,none
2db306ea_Algometer Pain S018 14.jpg,none
2dbb29df_S037F 16.jpg,moderate
2dbbb8b7_S038A 14.jpg,none
2dbbdc68_S013A 03_1.jpg,none
2dbd31f5_L�ser S019 15.jpg,none
2dbd9d2a_S004L 12.jpg,mild
2dbfc858_Posed Pain S064 07.jpg,mild
2dbff297_S037F 19.jpg,none
2dc21a87_Laser Pain S044 21.jpg,none
2dc3b2c2_Posed Pain S039 10.jpg,none
2dc5db0e_S046L 11.jpg,none
2dc66f71_S020L 11.jpg,none
2dc6da81_Algometer Pain S041 16.jpg,mild
2dc75448_S059L 17.jpg,mild
2dc9b6ef_S010L 21.jpg,none
2dcbcec2_Algometer Pain S044 15.jpg,none
2dcdf74b_Algometer Pain S045 14.jpg,none
2dd1c489_S037L 13.jpg,none
2dd32776_S012F 15.jpg,none
2dd4de44_Neutral S017 05.jpg,mild
2dd70762_Neutral S043 17.jpg,none
2dd81ae8_S068F 22.jpg,none
2dd98c5c_S004L 14.jpg,none
2ddc2a80_S068F 22.jpg,none
2de159a9_Algometer Pain S003 13.jpg,mild
2de36f90_Posed Pain S026 15.jpg,none
2deaee18_S045L 04.jpg,mild
2debc4b1_Posed Pain S047 03.jpg,none
2dec87fd_Posed Pain S020 05.jpg,none
2dec9ece_S006F 07.jpg,none
2df2c986_Algometer Pain S009 18.jpg,none
2df38aba_S058L 21.jpg,mild
2df3d771_Algometer Pain S044 21.jpg,none
2df40fb7_S038A 21.jpg,none
2dfe6f0b_S005F 07.jpg,none
2dfef0c8_S049F 17.jpg,moderate
2e00f4a9_Posed Pain S066 17.jpg,mild
2e043a10_Posed Pain S044 17.jpg,none
2e04b63c_Neutral S055 20.jpg,none
2e0d1b2b_Neutral S003 05.jpg,none
2e0ddb5a_Posed Pain S053 16.jpg,none
2e0f1a96_Posed Pain S046 22.jpg,none
2e0ffe65_S048F 07.jpg,none
2e1164a3_Neutral S061 11.jpg,mild
2e127f6e_S010L 08.jpg,mild
2e14dc1a_S021A 10.jpg,none
2e172032_Neutral S043 12.jpg,none
2e1e036b_Neutral S053 22.jpg,none
2e1e67bd_S055F 12.jpg,none
2e260425_S040L 10.jpg,none
2e2b184c_Neutral S064 12.jpg,none
2e2bc90f_S033L 18.jpg,none
2e2c1745_Algometer Pain S012 21.jpg,none
2e30a97d_Algometer Pain S012 16.jpg,mild
2e31badd_Neutral S068 19.jpg,none
2e39b550_S025N 12.jpg,none
2e3c68b2_Posed Pain S016 15.jpg,none
2e40a802_Neutral S039 13.jpg,none
2e40adcd_Posed Pain S066 21.jpg,moderate
2e433ac5_Posed Pain S063 04.jpg,none
2e483e94_S056L 18.jpg,none
2e4c5c49_Algometer Pain S051 07.jpg,none
2e51532a_Posed Pain S043 03.jpg,none
2e51c64c_Neutral S066 15.jpg,none
2e51fed2_S041F 22.jpg,none
2e526903_Algometer Pain S029 20.jpg,mild
2e561717_S004A 19.jpg,mild
2e5825a7_Posed Pain S043 19.jpg,none
2e5840ac_S005F 13.jpg,none
2e597daa_Neutral S017 19.jpg,none
2e5b9553_Neutral S050 12.jpg,none
2e5ed7ce_S018F 12.jpg,mild
2e66addd_S065A 05.jpg,none
2e6a5b8f_Posed Pain S058 21.jpg,none
2e6added_Neutral S041 14.jpg,none
2e6d540b_S003F 20.jpg,none
2e6e2398_Algometer Pain S045 04.jpg,none
2e76a82a_S026N 10.jpg,none
2e77c295_Neutral S009 15.jpg,none
2e78ad24_S009L 14.jpg,none
2e7de146_Posed Pain S051 07.jpg,none
2e7f8d6f_S066L 17.jpg,none
2e86f10e_Neutra S006 12.jpg,none
2e8ab005_Neutral S056 10.jpg,none
2e8c7586_Neutral S052 10.jpg,moderate
2e8d1312_S064A 10.jpg,moderate
2e8f7eb2_Neutral S031 20.jpg,none
2e903909_S015F 08.jpg,mild
2e93fea3_S047A 16.jpg,none
2e974561_Algometer Pain S007 15.jpg,mild
2e975e65_S006F 21.jpg,none
2e980c07_Neutral S039 06.jpg,none
2e98c259_Neutral S011 08.jpg,mild
2e9cb757_S048F 04.jpg,none
2e9d87d1_Posed Pain S040 05.jpg,mild
2ea1752e_Algometer Pain S028 09.jpg,none
2ea657c7_Neutral S003 10.jpg,none
2ea703ac_Algometer Pain S034 18.jpg,none
2ea84208_Posed Pain S021 21.jpg,none
2eac6554_Posed Pain S063 13.jpg,none
2eac6e9c_S021A 12.jpg,none
2eafc215_S003F 07.jpg,moderate
2eb4d03d_Posed Pain-2 S052 05.jpg,none
2eb6ea6c_Algometer Pain S044 03.jpg,moderate
2eb70e50_Posed Pain S067 11.jpg,none
2eb8aedb_S037L 06.jpg,none
2ec4493e_S051N 15.jpg,mild
2ec8582f_S047A 17.jpg,none
2ecaf5ad_Algometer Pain S029 08.jpg,mild
2ecb9043_S027N 11.jpg,none
2ecf1a20_Neutral S030 03.jpg,none
2ecf5bcf_Laser Pain S006 16.jpg,none
2ecf86e4_Neutral S057 16.jpg,none
2ed1ffbb_S001F 12.jpg,none
2ed60c86_Neutral S029 15.jpg,none
2edb4603_Posed Pain S050 15.jpg,none
2edb58c9_S013A 06.jpg,none
2edbcced_Neutral S064 09.jpg,none
2edd5247_S063A 06.jpg,none
2edeab35_Neutra S005 18.jpg,mild
2eeacea9_S060A 10.jpg,none
2eee3a76_Posed Pain S060 07.jpg,none
2ef054c4_S048F 14.jpg,none
2ef0eb14_S054L 09.jpg,mild
2ef59959_Neutral S040 06.jpg,none
2ef69c5f_S057L 12.jpg,none
2ef73742_Neutral S052 09.jpg,none
2ef81d7a_Neutral S002 11.jpg,none
2efe004a_Algometer Pain S056 22.jpg,none
2efff6e7_S064A 08.jpg,none
2f01b7cd_S057A 21.jpg,none
2f029578_Neutral S045 03.jpg,mild
2f0523ad_Posed Pain S053 21.jpg,moderate
2f08a291_Neutral S052 03.jpg,none
2f0b28be_Laser Pain S036 14.jpg,none
2f0c8a5c_Neutral S019 15.jpg,none
2f168ee0_S066A 22.jpg,none
2f1ac502_Laser Pain S026 21.jpg,none
2f1ee95c_Laser Pain S001 06_1.jpg,none
2f1f4748_Neutral S004 20.jpg,none
2f23ff63_S067A 09.jpg,none
2f24b6ab_S001F 09.jpg,none
2f24d765_Algometer Pain S062 18.jpg,none
2f258815_Posed Pain S036 03.jpg,none
2f25f6d3_Posed Pain S033 14.jpg,none
2f291655_Colour-S010A 18.jpg,mild
2f2e5dda_S022F 09.jpg,none
2f2fcb6e_Algometer Pain S035 18.jpg,none
2f32f57a_Neutral S040 13.jpg,none
2f336d1f_Neutral S066 13.jpg,none
2f353098_Neutral S001 06.jpg,none
2f3c2f56_Neutral S066 13.jpg,none
2f3c513c_Colour-S010A 18.jpg,none
2f42a5fb_S053A 10.jpg,mild
2f437347_Laser Pain S036 03.jpg,none
2f463e6e_Neutral S029 14.jpg,none
2f49e9ae_Algometer Pain S045 06.jpg,moderate
2f4a0afe_S023N 03.jpg,none
2f4cc205_Algometer Pain S035 20.jpg,none
2f4efff2_Algometer Pain-1 S019 11.jpg,mild
2f50fa2e_Algometer Pain S041 05.jpg,none
2f525f29_Algometer Pain-1 S019 09.jpg,mild
2f594e2e_S022A 09.jpg,none
2f5a296e_Algometer Pain-2 S052 13 (2).jpg,mild
2f6ae4fd_Neutral S029 18.jpg,moderate
2f6ccf38_Neutral S060 05.jpg,none
2f6ed696_S020L 09.jpg,none
2f6f1ae5_S048A 21.jpg,none
2f742838_S011F 12.jpg,none
2f77a67a_S066A 15.jpg,none
2f7b9997_S057L 10.jpg,none
2f7d9760_Posed Pain-2 S052 12.jpg,none
2f7fee3d_Neutral S013 07.jpg,none
2f83d966_S043A 03.jpg,none
2f8d696c_Algometer Pain-1 S019 13.jpg,mild
2f8df90d_S019F 14.jpg,mild
2f8ef4b9_Posed Pain S010 15.jpg,none
2f925535_Neutral S0036 05.jpg,mild
2f95c27a_S001F 03.jpg,none
2f997570_Algometer Pain S051 18.jpg,none
2f9f973c_Posed Pain-1 S052 09.jpg,mild
2fa5b75a_Laser Pain S023 09.jpg,none
2fa68192_Algometer Pain S058 13.jpg,none
2fa764cd_S037F 20.jpg,none
2fa9ad81_S050L 07.jpg,none
2fa9cca4_Algometer Pain S025 17.jpg,moderate
2fa9d36f_S039L 16.jpg,mild
2faf80f0_S027N 10.jpg,none
2fb25565_Algometer Pain-2 S019 22.jpg,mild
2fb48466_Neutral S021 06.jpg,none
2fb615e4_S010L 09.jpg,none
2fb7074f_Laser Pain S049 19.jpg,none
2fb71389_Posed Pain S035 22.jpg,none
2fb74bb7_Neutral S029 16.jpg,mild
2fbaea4f_Posed Pain S063 18.jpg,mild
2fc13623_S049F 14.jpg,none
2fc6b1f7_Algometer Pain S003 20.jpg,mild
2fcb06f4_S007F 17.jpg,none
2fcbc9fd_S003L 14.jpg,mild
2fd748f1_Neutral S008 19.jpg,none
2fde26fe_S034N 19.jpg,mild
2fdf20fc_Algometer Pain S046 08.jpg,none
2fdf588c_Posed Pain S028 20.jpg,moderate
2fe0d1c4_Neutral S066 05.jpg,mild
2fe810ca_Neutral S011 05.jpg,none
2fef6b54_S004A 18.jpg,mild
2ff074da_Posed Pain S066 09.jpg,moderate
2ff1f5b5_S021A 20.jpg,none
2ff5a27a_S004A 17.jpg,none
2ff5a748_S063L 21.jpg,mild
2ff9d390_S032L 18.jpg,mild
2ffc560d_Neutral S068 21.jpg,none
30026ff5_S061L 21.jpg,none
3007d069_S038A 11.jpg,none
300833d9_S003L 22.jpg,none
300aed71_Algometer Pain-2 S052 05.jpg,none
300e7831_S030A 17.jpg,moderate
3013431c_Laser Pain S044 07.jpg,none
3014124c_L�ser S011 16.jpg,none
3016557e_S003F 15.jpg,none
30171de8_S057L 08.jpg,none
3017b966_L�ser S011 08.jpg,none
3019835b_Colour-S011A 20.jpg,none
3019ce9e_Posed Pain S044 07.jpg,mild
301abf0a_S015A 20.jpg,mild
301b65a6_S004A 06.jpg,none
301bf34f_S002L 07.jpg,none
301c5316_S042F 12.jpg,none
301c823c_S046L 10.jpg,none
3020bbe9_S064A 20.jpg,none
30217192_Neutral S068 17.jpg,mild
302205c0_Algometer Pain S056 22.jpg,none
3025970f_S015F 08.jpg,none
302aed8b_S057A 15.jpg,none
302b2803_Algometer Pain S029 07.jpg,moderate
302d047c_Neutral S050 12.jpg,none
30328ec3_S048F 08.jpg,none
3033821c_Neutral S014 17.jpg,none
30369f49_S058L 10.jpg,none
30374ffc_S066A 17.jpg,none
303b0255_Neutral S043 11.jpg,none
303b3cba_Algometer Pain S042 04.jpg,none
303c8ae3_S014A 07.jpg,none
30453983_Neutral S013 09.jpg,mild
3046e6a3_S002F 04.jpg,none
304dda1c_Algometer Pain S062 09.jpg,none
30505843_S048A 13.jpg,none
3053c643_Neutral S009 15.jpg,none
3054cbc7_Algometer Pain-2 S052 16 (2).jpg,moderate
30583c67_Neutral S062 13.jpg,mild
30585c8a_S006F 14.jpg,mild
305b4eca_S023F 07.jpg,none
305d0490_S039L 07.jpg,none
305dae8a_Neutral S063 20.jpg,none
305ec35e_S014A 03.jpg,none
30639392_S013A 03.jpg,mild
30665f00_S016A 18.jpg,none
3066c137_Neutral S035 15.jpg,severe
30703db8_Neutral S0036 10.jpg,none
3070e36a_Posed Pain S033 17.jpg,none
3071605a_Posed Pain1 28.jpg,none
3071afe5_Posed Pain S054 04.jpg,none
3075cead_S034L 07.jpg,none
307782ac_Algometer Pain S035 13.jpg,none
30781974_S025N 18.jpg,none
307ebc34_Neutral S061 18.jpg,none
3081c030_Algometer Pain S042 16.jpg,moderate
3083dede_S057A 20.jpg,none
30875230_Neutral S020 03.jpg,none
308bf5f3_Posed Pain S056 13.jpg,none
308c5951_Neutral S008 15.jpg,none
308c9020_S027N 20.jpg,none
308ce05a_S054L 21.jpg,none
308de276_S019F 17.jpg,mild
308f0a53_S066A 10.jpg,none
308f5492_S010L 04.jpg,none
30902c57_Algometer Pain S029 18.jpg,mild
3092a23e_Neutral S033 22.jpg,none
3096aef0_Algometer Pain S025 04.jpg,none
30975c5c_Algometer Pain S024 17.jpg,mild
309b17c3_S015A 20.jpg,mild
309b4913_S012L 15.jpg,none
309c0238_S065L 17.jpg,none
309c996b_S023F 03.jpg,none
309dee41_Algometer Pain-1 S032 07.jpg,severe
309e547b_Laser Pain S036 10.jpg,mild
309fa9be_S028N 07.jpg,moderate
30a1624a_Neutral S058 09.jpg,none
30a2eadd_Laser Pain S018 15.jpg,none
30a31879_S024L 03.jpg,none
30a4a792_S048F 20.jpg,mild
30aeb847_Neutral S017 06.jpg,none
30b66997_Neutral S019 20.jpg,none
30b93ea6_S055F 20.jpg,none
30bd5975_Neutral S066 06.jpg,mild
30c1eb65_Neutra S006 04.jpg,none
30c2003c_S025L 22.jpg,none
30c2c7bd_Posed Pain S027 03.jpg,none
30c4841a_Algometer Pain S027 22.jpg,none
30ce07fe_S017A 05.jpg,mild
30cff3fc_Neutral S040 12.jpg,mild
30d0578d_S068L 18.jpg,none
30d115b6_Algometer Pain S037 11.jpg,mild
30d34453_S025N 04.jpg,none
30d3d890_Neutral S067 02.jpg,none
30d548f4_Neutral S029 17.jpg,mild
30d96864_Algometer Pain S037 04.jpg,none
30da0f9a_S064L 22.jpg,none
30dbea47_S046L 12.jpg,moderate
30e02532_S021L 17.jpg,none
30e508dc_S012L 06.jpg,mild
30e5f598_Neutral S065 02.jpg,none
30ec9427_S051N 09.jpg,mild
30eec50e_S047A 19.jpg,none
30f1d2af_Neutral S029 03.jpg,moderate
30f5cebe_Neutral S019 12.jpg,none
30f72719_S021A 11.jpg,none
30f8a251_S019F 16.jpg,moderate
30fb22ce_S045F 08.jpg,none
30fb5605_L�ser S011 15.jpg,none
3100ebc2_S049A 18.jpg,none
3100ed86_Neutral S056 03.jpg,none
310220e0_S020L 22.jpg,none
31073657_Laser Pain S026 06.jpg,moderate
310984f4_Algometer Pain S023 19.jpg,mild
310a6283_S064A 12.jpg,none
310c0f6e_Laser Pain S014 11.jpg,none
31182fb1_S019F 12.jpg,moderate
31187166_S009L 19.jpg,none
31211662_Laser Pain S014 17.jpg,none
31259e08_Neutral S021 03.jpg,none
3127c418_Laser Pain S036 12.jpg,mild
31295694_S028N 17.jpg,none
312e2e11_Posed Pain S010 02.jpg,none
312f5959_S015A 09.jpg,mild
3131db80_S056L 17.jpg,moderate
3133203a_Algometer Pain S062 19.jpg,none
3136fe42_S008L 12.jpg,none
31373b78_S027N 15.jpg,none
313a89be_S012L 14.jpg,mild
313dd221_Neutral S038 20.jpg,none
313df504_S013A 20.jpg,none
313f4f36_S028N 14.jpg,none
314070a9_Algometer Pain S042 19.jpg,none
3150c574_S065A 06.jpg,none
31542ffc_S045L 05.jpg,none
31544673_Algometer Pain S018 04.jpg,none
3155f685_Posed Pain S004 16.jpg,moderate
3156155c_Colour-S010A 19.jpg,mild
3157c40a_Laser Pain S018 13.jpg,mild
315b5cc6_Posed Pain S013 03.jpg,none
315c97c0_S063L 17.jpg,none
315dcf1f_Neutral S041 04.jpg,none
316166c8_Posed Pain S067 17.jpg,mild
31619422_S024F 14.jpg,mild
31624b47_S063A 18.jpg,none
31629168_S067A 16.jpg,mild
316653b9_S018F 20.jpg,none
3168a0dc_Algometer Pain S040 19.jpg,mild
3168d4a7_S041L 19.jpg,none
316af5af_Algometer Pain S046 18.jpg,moderate
316df5dd_Neutral S053 07.jpg,none
316efbe4_Posed Pain S033 05.jpg,none
3171a485_S068F 12.jpg,moderate
31727806_Neutral S047 20.jpg,none
31729f36_Posed Pain S017 03.jpg,none
3172b631_Algometer Pain S035 11.jpg,none
3175f8ea_Neutral S002 11.jpg,mild
3176e637_S023F 19.jpg,none
3177cceb_Colour-S010A 13.jpg,none
31784fde_Posed Pain S056 19.jpg,severe
3178b887_Neutral S040 05.jpg,none
31805a1a_Neutral S061 19.jpg,none
3183e7c0_Posed Pain S063 07.jpg,none
31854af2_Neutral S053 14.jpg,none
31872fb5_Neutral S009 11.jpg,none
318da2bb_S002F 16.jpg,none
3198dc58_S042L 13.jpg,none
3199a1cd_Algometer Pain-1 S032 12.jpg,mild
31a2a1be_Neutral S021 20.jpg,none
31a37240_S050L 05.jpg,none
31a43ce9_Algometer Pain S033 06.jpg,none
31ada0b5_Neutral S008 06.jpg,none
31b07e25_S022A 05.jpg,none
31b0c327_Posed Pain S004 11.jpg,mild
31b53ad7_Neutral S067 16.jpg,none
31b6cfb0_S020A 05.jpg,none
31b76a90_Fingido S062 11.jpg,none
31b8b316_Posed Pain-1 S052 11.jpg,moderate
31bbb295_S057A 13.jpg,none
31bcf912_Algometer Pain S034 05.jpg,none
31be2b9e_S021A 07.jpg,none
31c3af21_Algometer Pain S029 17.jpg,none
31c4b246_Algometer Pain S027 21.jpg,mild
31c8ae73_Posed Pain S058 12.jpg,moderate
31c98e46_S024L 12.jpg,none
31cbbdeb_Neutral S003 18.jpg,none
31cc1d05_Algometer Pain S025 12.jpg,mild
31cc90b3_S028N 16.jpg,mild
31cca551_L�ser S019 04.jpg,none
31cd1971_Colour-S028L 08.jpg,mild
31d119cc_S035L 17.jpg,none
31d32295_S019F 04.jpg,none
31d5950a_S017A 12.jpg,none
31e1a7e3_Posed Pain S046 20.jpg,none
31e1c955_Neutral S042 04.jpg,moderate
31e5d216_Laser Pain S015 07.jpg,mild
31e866d8_S065A 20.jpg,none
31ea2e0b_Posed Pain S028 19.jpg,none
31ebfee5_Laser Pain S015 03.jpg,mild
31ec6716_S065L 08.jpg,none
31f90ac0_Laser Pain-2 S029 12.jpg,none
3202f834_S022A 15.jpg,moderate
32047bff_S050L 20.jpg,none
32057a8d_S032L 03.jpg,none
3205a224_Posed Pain S031 12.jpg,none
32068ef1_Colour-S010A 12.jpg,mild
3208e039_Neutral S054 20.jpg,none
320eb8a7_Neutral S063 03.jpg,none
32131f63_Neutral S042 18.jpg,none
3213d070_Algometer Pain S068 14.jpg,none
321564ac_Algometer Pain S042 13.jpg,none
321805cc_Laser Pain S014 19.jpg,none
321a425f_Neutral S056 09.jpg,none
321a86b6_Algometer Pain S009 15.jpg,mild
321cea24_Neutral S050 03.jpg,none
321dd38a_Posed Pain-1 S052 04.jpg,severe pain
321eb4b7_Laser Pain S018 22.jpg,none
32205713_S047A 04.jpg,none
3220d06a_Algometer Pain S068 21.jpg,none
3221c628_S063L 09.jpg,none
3222fbb1_S012F 12.jpg,moderate
32291a7a_S062L 11.jpg,none
3229f88e_S015F 13.jpg,none
32317e76_Neutral S040 09.jpg,none
32323b99_Algometer Pain S006 14.jpg,none
3236af96_Neutral S024 11.jpg,none
323aa565_S064A 04.jpg,none
323e246c_Posed Pain S014 03.jpg,moderate
323e91a4_Posed Pain1 13.jpg,mild
323ec38b_S043L 03.jpg,none
3240ec70_S046L 14.jpg,none
324565a3_Neutral S015 08.jpg,none
324b1542_S012L 04.jpg,none
3251d64b_Posed Pain S031 21.jpg,mild
3251f106_S050L 09.jpg,none
3253c3c1_S047A 11.jpg,none
32552970_Algometer Pain S029 05.jpg,mild
325e9531_S016A 16.jpg,none
32669cf9_S020A 17.jpg,none
32670a0c_S040L 14.jpg,none
3267677e_Laser Pain S049 13.jpg,mild
3268b5f9_Laser Pain S044 15.jpg,none
32693c79_Neutral S001 09.jpg,none
3269bdfc_Algometer Pain S039 03.jpg,none
326b179a_Neutral S041 15.jpg,mild
326ee303_S048F 11.jpg,mild
326f8f4a_Algometer Pain S025 13.jpg,none
32702405_Algometer Pain S035 08.jpg,moderate
3270ddde_Neutral S032 08.jpg,none
327276ca_Neutral S008 07.jpg,none
3274ba09_S014A 16.jpg,none
3277533e_Neutral S012 08.jpg,none
327c3110_Neutral S048 19.jpg,none
327ddfd2_S021A 11.jpg,none
32819872_S045F 09.jpg,none
32833b4c_Algometer Pain S023 20.jpg,mild
3283a46e_Posed Pain S004 22.jpg,mild
328583fe_Algometer Pain-1 S052 21.jpg,none
32867805_S052L 06.jpg,none
3286e048_S012F 17.jpg,moderate
328969b0_S036N 10.jpg,none
328ad780_Fingido S062 03.jpg,none
328e1f8b_Posed Pain S054 22.jpg,none
328f86ef_S034L 18.jpg,none
32902b58_S034N 13.jpg,none
3292026d_Laser Pain S001 12_1.jpg,moderate
329498e7_Algometer Pain S037 09.jpg,mild
3294e70e_S010L 15.jpg,none
32978bb7_Posed Pain S020 15.jpg,none
3298ebb7_Algometer Pain S034 09.jpg,mild
32a04a86_S047L 13.jpg,none
32a3b9b7_S055F 19.jpg,moderate
32a3f3c7_Laser Pain S023 11.jpg,none
32a5429e_Neutral S058 10.jpg,none
32a84c4e_S067L 05.jpg,none
32ac6c85_Neutral S044 08_1.jpg,none
32b5a87d_Neutral S022 04.jpg,none
32b809c6_Neutral S010  12.jpg,mild
32b9eb2f_S002F 08.jpg,mild
32bafad4_Algometer Pain S035 03.jpg,none
32bb1e2b_S003L 08.jpg,mild
32bf12f5_S021A 19.jpg,none
32bf7920_S041F 20.jpg,mild
32c197b3_S048F 04.jpg,none
32c6bd9e_Algometer Pain S031 09.jpg,mild
32c78081_S020A 22.jpg,none
32c7fc6a_Algometer Pain S051 13.jpg,none
32cb7348_Algometer Pain-2 S019 19.jpg,none
32cc512c_Posed Pain S017 10.jpg,mild
32de2629_Posed Pain S017 16.jpg,none
32de53fe_S028N 09.jpg,none
32e0ae88_Algometer Pain S050 08.jpg,moderate
32e1ec1d_S008F 14.jpg,none
32e7965c_Algometer Pain S041 06.jpg,mild
32e819cc_Laser Pain S026 05.jpg,mild
32ed46b0_Posed Pain S004 21.jpg,none
32ee309a_Laser Pain S048 13.jpg,none
32efc375_Neutral S049 19.jpg,none
32efd336_Algometer Pain S037 14.jpg,none
32f90325_S022A 12.jpg,none
32f97c01_Neutral S014 05.jpg,none
32fe44ec_Posed Pain-2 S052 08 (2).jpg,none
32fee990_S023N 15.jpg,none
33004af5_S016A 17.jpg,none
33051787_S055L 07.jpg,none
3307dad5_Algometer Pain S006 13.jpg,moderate
3307f155_S008L 08.jpg,none
330a11a8_Algometer Pain S041 20.jpg,none
33160fd7_Neutral S041 19.jpg,none
33175903_S008L 15.jpg,none
331e3c2e_S010L 11.jpg,mild
331f1045_S053L 13.jpg,none
331fd36a_S065L 15.jpg,none
3321b43d_S009F 06.jpg,moderate
3323d121_S052L 05.jpg,none
332449f2_Neutral S012 13.jpg,mild
3324ca37_Neutral S033 08.jpg,moderate
332bc68b_Algometer Pain S055 03.jpg,none
332c373a_Posed Pain S047 13.jpg,mild
332cda10_Neutral S060 02.jpg,none
33305e68_Neutral S003 20.jpg,none
33324a08_S051N 08.jpg,none
333fd643_Algometer Pain-2 S032 19.jpg,none
33455c4d_Algometer Pain S035 15.jpg,mild
334aceef_Laser Pain S015 12.jpg,none
3354a42a_Laser Pain-2 S029 14.jpg,mild
3354cf73_Posed Pain S010 13.jpg,moderate
3356332f_S054L 19.jpg,mild
33572a62_S012F 13.jpg,severe
3357ab1c_Algometer Pain-2 S052 20 (2).jpg,mild
3358b1be_L�ser S011 09.jpg,mild
3358ccf2_Algometer Pain S056 17.jpg,mild
3359e22f_Algometer Pain S039 22.jpg,mild
3359f839_S060L 10.jpg,none
335e35da_Algometer Pain S029 14.jpg,none
33634331_Algometer Pain S012 07.jpg,none
3366ffd8_Neutral S032 03.jpg,none
33686825_S045F 07.jpg,none
337570c6_Neutral S033 20.jpg,none
337aa56f_S012F 03.jpg,moderate
3380937f_S053A 06.jpg,none
3385e2e5_Posed Pain S063 15.jpg,mild
33870544_Neutral S066 16.jpg,none
33890626_Neutral S013 03.jpg,none
33901213_S009L 14.jpg,none
3390ad04_S042F 14.jpg,moderate
3390c71d_S003F 18.jpg,none
3392306b_Posed Pain S066 15.jpg,mild
3397aee7_Algometer Pain S023 09.jpg,moderate
339804a7_S066A 10.jpg,none
33a29010_S050L 20.jpg,none
33a42928_Colour-S011A 22.jpg,severe
33a431ea_Neutral S017 02.jpg,mild
33a551fa_Neutral S044 06_1.jpg,none
33ade4b0_Posed Pain S026 14.jpg,moderate
33aecd74_Neutral S054 08.jpg,none
33b09ff1_Laser Pain S026 04.jpg,mild
33b2a5e5_S041F 21.jpg,moderate
33b8f492_Algometer Pain S007 03.jpg,none
33b9e0d5_Neutral S020 18.jpg,none
33c75986_S036N 07.jpg,none
33cba17d_Neutral S029 20.jpg,none
33cbc2cd_Posed Pain S039 05.jpg,none
33ce333c_Neutral S059 18.jpg,none
33cfbb7d_Laser Pain-2 S029 20.jpg,none
33d29594_Algometer Pain S055 16.jpg,mild
33d5d87f_S066L 11.jpg,none
33d617d9_Neutral S008 03.jpg,none
33d722ef_L�ser S022 12.jpg,none
33d9a350_S049A 03.jpg,none
33e905dc_S053A 05.jpg,none
33eeb241_Posed Pain S010 19.jpg,severe pain
33f6bf12_S016L 09.jpg,none
33fb15c9_Algometer Pain S037 15.jpg,mild
33fe1f2b_S034L 16.jpg,none
3401c538_Posed Pain S064 20.jpg,none
